ID,都道府県,城名,読み方,種類,所在地,築城年代,城主・築城者,別名,備考
1808,大阪府,水走城,みずはやじょう,,大阪府東大阪市水走2,,水走氏、杉原周防入道,水速城,遺構: 消滅
1809,大阪府,江口城,えぐちじょう,,大阪府大阪市東淀川区大桐4,,三好氏、中川重清,－,遺構: 消滅
1810,大阪府,池田城,いけだじょう,,大阪府池田市城山町3-46,,池田氏、荒木氏,－,遺構: 曲輪、石垣、土塁、横堀、井戸
1811,大阪府,津田城,つだじょう,,大阪府枚方市津田,,津田氏？、三好氏？,国見山城,遺構: 曲輪、土塁、堀切
1812,大阪府,淡輪城,たんのわじょう,,大阪府泉南郡岬町淡輪字城の藪,,淡輪氏,淡輪邸,遺構: 土塁
1813,大阪府,烏帽子形城,えぼしがたじょう,,大阪府河内長野市喜多町,,楠木氏、畠山氏,－,遺構: 腰廓、横堀（空堀）、土塁、井戸
1814,大阪府,狭山陣屋,さやまじんや,,大阪府大阪狭山市狭山3,,北条氏,狭山藩陣屋,遺構: 移築門
1815,大阪府,田原城,たわらじょう,,大阪府四條畷市上田原字八の坪,,田原氏,－,遺構: 曲輪、土塁、堀切、井戸
1816,大阪府,田能城,たのうじょう,,大阪府高槻市田能,,明智氏,－,遺構: 曲輪、土塁、横堀（空堀）、井戸
1817,大阪府,白木陣屋,しらきじんや,,大阪府南河内郡河南町白木,,石川氏,采地陣屋,遺構: 石垣、移築門
1818,大阪府,目垣城,めがきじょう,,大阪府茨木市目垣1,,溝咋氏,－,遺構: 消滅
1819,大阪府,真田丸出城,さなだまるでじろ,,大阪府大阪市天王寺区餌差町,,真田氏,堰月城,遺構: 消滅
1820,大阪府,真鍋城,まなべじょう,,大阪府泉大津市神明町6,,真鍋氏,眞鍋城、大津城,遺構: 消滅
1821,大阪府,稲葉城,いなばじょう,,大阪府岸和田市稲葉町,,稲葉氏,－,遺構: 曲輪、土塁、横堀（空堀）
1822,大阪府,積善寺城,しゃくぜんじじょう,,大阪府貝塚市橋本,,出原右京（根来衆）,－,遺構: （発掘調査：空堀）
1823,大阪府,綾井城,あやいじょう,,大阪府高石市綾園2-2（専称寺）,,綾井氏、沼間氏,－,遺構: 堀、土塁
1824,大阪府,芥川城,あくたがわじょう,,大阪府高槻市殿町2,,芥川氏、細川氏、三好氏,－,遺構: 消滅
1825,大阪府,芥川山城,あくたがわさんじょう,,大阪府高槻市大字原,,能勢氏、細川氏、三好氏、和田氏、高山氏,芥川城、原城、三好山城、城山城,遺構: 曲輪、石垣、土塁、堀切
1826,大阪府,若江城,わかえじょう,,大阪府東大阪市若江北町,,畠山氏、遊佐氏、三好氏、池田氏,－,遺構: 土塁跡、井戸跡
1827,大阪府,茨木城,いばらきじょう,,大阪府茨木市片桐町,,茨木氏、中川氏、片桐氏,－,遺構: 移築門（茨木神社）
1828,大阪府,茶臼山陣城,ちゃうすやまじんじろ,,大阪府大阪市天王寺区茶臼山町,,徳川氏、真田信繁,茶臼山砦、大塚城,遺構: 曲輪、堀
1829,大阪府,葱生城,なぎじょう,,大阪府大阪市旭区生江（常宣寺）,,本願寺衆,荒生城,遺構: 消滅
1830,大阪府,貝吹山城,かいぶきやまじょう,,大阪府岸和田市池尻町644,,三好氏,久米田貝吹山城、貝吹山陣所、池尻城,遺構: 消滅
1831,大阪府,郡山城,こおりやまじょう,,大阪府茨木市郡山1-9-1,,郡正信,郡山砦,遺構: 石垣
1832,大阪府,野崎城,のざきじょう,,大阪府大東市野崎2-11,,畠山氏,－,遺構: 曲輪
1833,大阪府,野田城,のだじょう,,大阪府大阪市福島区玉川4-11-15,,浦上村宗、三好三人衆,－,遺構: 消滅
1834,大阪府,野間城,のまじょう,,大阪府豊能郡能勢町野間中,,野間氏,－,遺構: 曲輪、土塁、堀切、竪堀、木戸跡
1835,大阪府,陶器城,とうきじょう,,大阪府堺市中区陶器北,,陶器氏,北村砦,遺構: 曲輪、土塁
1836,大阪府,飯盛城,いいもりじょう,,大阪府大東市北条／四條畷市南野,,木沢氏、安見氏、三好氏,飯盛山城,遺構: 曲輪、石垣、竪堀、畝状竪堀群、堀切、井戸跡
1837,大阪府,高屋城,たかやじょう,,大阪府羽曳野市古市5〜7,,畠山氏、安見宗房、三好氏,城山、畠山城,遺構: 曲輪、土塁、横堀（水堀）
1838,大阪府,高山城,たかやまじょう,,大阪府豊能郡豊能町高山,,高山氏,－,遺構: 曲輪
1839,大阪府,高槻城,たかつきじょう,,大阪府高槻市城内町、大手町他,,入江氏、和田氏、高山氏、内藤氏、永井氏,久米路山龍ヶ城、入江城,遺構: 堀、移築門
1840,大阪府,鴫野砦,しぎのとりで,,大阪府大阪市城東区鴫野東（推定地／古戦場碑）,,井上頼次,鴫野柵、鴫野堤,遺構: 消滅
1841,大阪府,麻田陣屋,あさだじんや,,大阪府豊中市蛍池中町3（地図は石碑の場所を示す）,,青木氏,麻田城、麻田藩陣屋,遺構: 移築長屋門
1842,大阪府,黒丸城,くろまるじょう,,大阪府摂津市鳥飼中2-1,,三好氏,鳥飼砦、鳥養砦,遺構: 消滅
1843,大阪府,龍泉寺城,りゅうせんじじょう,,大阪府富田林市龍泉,,楠木氏、佐備氏、畠山氏,嶽山城、岳山城、東条城,遺構: 曲輪、居館跡、削平地
1844,兵庫県,七松城,ななつまつじょう,,兵庫県尼崎市七松町3（七松八幡神社）,,織田氏,七松環濠,遺構: 堀跡
1845,兵庫県,三日月陣屋,みかづきじんや,,兵庫県佐用郡佐用町乃井野966,,森氏,乃井野陣屋、三日月藩乃井野陣屋,遺構: 曲輪、石垣、横堀（水堀）、移築物見櫓
1846,兵庫県,三木城,みきじょう,,兵庫県三木市上の丸町,,別所氏、中川氏、伊木氏（池田氏家臣）,釜山城、別所城,遺構: 曲輪、土塁、横堀（空堀）、井戸、天守台
1847,兵庫県,三田城,さんだじょう,,兵庫県三田市屋敷町2-20他,,有馬氏、荒木平太夫、九鬼氏,車瀬城、三田古城、（三田陣屋）,遺構: 曲輪、横堀（水堀）、井戸
1848,兵庫県,三蔵城,みくらじょう,,兵庫県宝塚市下佐曽利,,佐曾利氏,三蔵山城、佐曾利城,遺構: 曲輪、土塁、堀切
1849,兵庫県,上月城,こうづきじょう,,兵庫県佐用郡佐用町上月,,上月氏、赤松氏、尼子勝久,太平山上月城（前期）、荒神山上月城（後期）,遺構: 曲輪、石垣、土塁、横堀（空堀）
1850,兵庫県,中道子山城,ちゅうどうしさんじょう,,兵庫県加古川市志方町廣尾,,赤松氏、孝橋氏,赤松城、志方の城山,遺構: 曲輪、石積、土塁、堀切、井戸
1851,兵庫県,丸山城,まるやまじょう,,兵庫県西宮市山口町下山口1078（丸山稲荷神社）,,山口氏,－,遺構: 曲輪
1852,兵庫県,亀ヶ城,かめがじょう,,兵庫県豊岡市但東町太田字城山,,太田氏,－,遺構: 曲輪、帯曲輪、土塁、堀切、畝状竪堀
1853,兵庫県,光明寺城,こうみょうじじょう,,兵庫県加東市光明寺,,石塔氏、赤松氏、阿閇氏,滝野城,遺構: 消滅
1854,兵庫県,八上城,やかみじょう,,兵庫県丹波篠山市八上上字高城山他,,波多野氏、前田氏,八上高城,遺構: 曲輪、石垣、土塁、堀切、移築門
1855,兵庫県,八木城,やぎじょう,,兵庫県養父市八鹿町八木城山他（地図は八木城を示す）,,閉伊頼国、八木氏［八木土城］、別所重宗［八木城］,八木城［八木土城（八木古城）・八木城（八木石城）］,遺構: 曲輪、土塁、堀切［すべて］、石垣［八木城］
1856,兵庫県,兵庫城,ひょうごじょう,,兵庫県神戸市兵庫区中之島,,池田氏、片桐氏,池田城、（片桐陣屋）、（兵庫陣屋）,遺構: （発掘調査：石垣、横堀、馬出、井戸、天守台）
1857,兵庫県,出石城,いずしじょう,,兵庫県豊岡市出石町内町,,小出氏、松平氏、仙石氏,高城,遺構: 曲輪、石垣、櫓、横堀
1858,兵庫県,利神城,りかんじょう,,兵庫県佐用郡佐用町平福,,別所氏、宇喜多氏、池田氏,雲突城、平福城,遺構: 曲輪、石垣、横堀（空堀）
1859,兵庫県,加古川城,かこがわじょう,,兵庫県加古川市加古川町本町,,糟屋氏,糟屋の館、糟屋氏館、糟谷城、加須屋城,遺構: 消滅
1860,兵庫県,和田岬砲台,わだみさきほうだい,,兵庫県神戸市兵庫区和田岬町1,,なし（実戦未使用）,和田岬台場、臼砲台、石堡塔,遺構: 砲台
1861,兵庫県,善防山城,ぜんぼうさんじょう,,兵庫県加西市三口町北山他,,赤松氏,善防師城,遺構: 曲輪、石垣、土塁、堀切
1862,兵庫県,坂本城,さかもとじょう,,兵庫県姫路市書写2465（地図は石碑の場所を示す）,,赤松氏、山名氏,堀ノ城、御構ノ御所,遺構: 土塁
1863,兵庫県,城山城,きのやまじょう,,兵庫県たつの市新宮町馬立字亀山他,,大和朝廷［古代山城］、赤松氏、尼子晴久［中世山城］,－,遺構: 建物礎石、石塁、土塁［古代山城］、曲輪、土塁、堀切、竪堀［中世山城］
1864,兵庫県,塚口城,つかぐちじょう,,兵庫県尼崎市塚口本町1,,一向一揆勢、荒木氏,塚口御坊、塚口寺内,遺構: 堀、土塁
1865,兵庫県,多々部城,たたべじょう,,兵庫県神戸市中央区再度山,,赤松氏,多田部城、再度城,遺構: 曲輪、堀切
1866,兵庫県,大嶋城,おおしまじょう,,兵庫県相生市那波大浜町、大島町,,海老名氏,大島城、大島山城、那波城,遺構: 曲輪、井戸
1867,兵庫県,大野城,おおのじょう,,兵庫県美方郡香美町香住区大野城山,,阿瀬氏,長井城,遺構: 曲輪、土塁、堀切
1868,兵庫県,姫路城,ひめじじょう,,兵庫県姫路市本町68,,池田氏、本多氏、酒井氏,白鷺城,遺構: 曲輪、天守、櫓、門、塀、石垣、横堀（水堀）、土塁、庭園
1869,兵庫県,富松城,とまつじょう,,兵庫県尼崎市富松2,,薬師寺氏,東富松城,遺構: 土塁、横堀（水堀）
1870,兵庫県,小松城,こまつじょう,,兵庫県西宮市小松南町2-2（岡太神社）,,平重盛,小松殿館、平重盛館、平重盛之城,遺構: 消滅
1871,兵庫県,小浜城,こはまじょう,,兵庫県宝塚市小浜4（亳摂寺）,,一向一揆勢、池田恒興、豊臣秀次,小浜寺内,遺構: 土塁、横堀（水堀）、門跡
1872,兵庫県,小谷城,こだにじょう,,兵庫県加西市北条町小谷城山他,,赤松氏、宇野氏,－,遺構: 曲輪、土塁、横堀（空堀）、竪堀
1873,兵庫県,尼崎城,あまがさきじょう,,兵庫県尼崎市南城内,,戸田氏、青山氏、松平氏,琴浦城、尼丘城,遺構: 石垣（埋蔵）
1874,兵庫県,山下城,やましたじょう,,兵庫県川西市山下、一庫,,塩川氏,龍尾城、一庫城、塩川城、獅子山城、多田城,遺構: 曲輪、土塁、横堀（空堀）、堀切、竪堀、井戸跡
1875,兵庫県,山名氏城館,やまなしじょうかん,,兵庫県豊岡市出石町宮内他（地図は此隅山城を示す）,,山名氏［すべて］、前野氏、小出氏［有子山城］,山名氏城館［此隅山城・有子山城］,遺構: 曲輪、石垣、横堀（空堀）［すべて］、竪堀、土橋［有子山城］
1876,兵庫県,山崎城,やまさきじょう,,兵庫県宍粟市山崎町鹿沢他,,木下氏、池田輝澄、松平康映、池田氏、本多氏,鹿沢城、宍粟城、（山崎陣屋）,遺構: 曲輪、横堀（空堀）、移築門
1877,兵庫県,岩尾城,いわおじょう,,兵庫県丹波市山南町和田,,和田氏、佐野栄有,和田城,遺構: 曲輪、出丸、石垣、天守台、堀切、土塁、井戸、虎口
1878,兵庫県,岩屋城,いわやじょう,,兵庫県淡路市岩屋,,中村主殿助（池田氏家臣）,絵島ヶ丘城,遺構: 曲輪
1879,兵庫県,平野城,ひらのじょう,,兵庫県神戸市東灘区御影山手1-12-1,,平野氏,御影城、御影村城,遺構: 消滅
1880,兵庫県,御着城,ごちゃくじょう,,兵庫県姫路市御国野町御着,,小寺氏,茶臼山城、天川城,遺構: 曲輪、土塁、横堀（空堀）
1881,兵庫県,志方城,しかたじょう,,兵庫県加古川市志方町志方（観音寺）,,櫛橋氏,観音寺城、船原城、市易城,遺構: 消滅
1882,兵庫県,恒屋城,つねやじょう,,兵庫県姫路市香寺町恒屋字城山,,恒屋氏,高岡城、中嶋城,遺構: 曲輪、土塁、堀切、横堀（空堀）、竪堀
1883,兵庫県,感状山城,かんじょうさんじょう,,兵庫県相生市矢野町瓜生、森,,瓜生氏、赤松氏、岡氏、赤松氏,瓜生城,遺構: 曲輪、石垣、礎石、井戸跡
1884,兵庫県,摩耶山城,まやさんじょう,,兵庫県神戸市灘区摩耶山（摩耶史跡公園）,,赤松氏,摩耶城,遺構: 曲輪、石垣、土塁、竪堀
1885,兵庫県,新田城,しんでんじょう,,兵庫県川西市新田3,,塩川氏,多田城,遺構: 消滅
1886,兵庫県,明石城,あかしじょう,,兵庫県明石市明石公園1-27,,松平氏（越前系）,喜春城、錦江城,遺構: 曲輪、石垣、横堀（水堀）、櫓、移築門
1887,兵庫県,有岡城,ありおかじょう,,兵庫県伊丹市伊丹1他,,伊丹氏、荒木村重、池田之助,伊丹城,遺構: 曲輪、石垣、土塁、横堀跡
1888,兵庫県,朝倉城,あさくらじょう,,兵庫県養父市八鹿町朝倉大平山,,朝倉氏,－,遺構: 曲輪、土塁、井戸跡、石垣、堀切、竪堀
1889,兵庫県,村岡陣屋,むらおかじんや,,兵庫県美方郡香美町（御殿山公園）,,山名氏,村岡藩陣屋、御殿山,遺構: 石垣、奥方部屋
1890,兵庫県,松岡城,まつおかじょう,,兵庫県神戸市須磨区大手町9-1,,足利尊氏,須磨城,遺構: 曲輪？
1891,兵庫県,松帆台場,まつほだいば,,兵庫県淡路市岩屋松帆,,徳島藩,徳島藩松帆台場,遺構: 土塁
1892,兵庫県,枝吉城,えだよしじょう／しきつじょう,,兵庫県神戸市西区枝吉,,明石氏、高山右近？,新城、明石城、吉田砦、吉田遺跡,遺構: 曲輪
1893,兵庫県,柏原陣屋,かいばらじんや,,兵庫県丹波市柏原町,,織田氏,柏原藩陣屋、柏原城,遺構: 長屋門、御殿、移築櫓（石田大蔵神社）、井戸
1894,兵庫県,楯岩城,たていわじょう,,兵庫県揖保郡太子町太田,,赤松氏,（太田城）,遺構: 曲輪、石垣、土塁
1895,兵庫県,楽々前城,ささのくまじょう,,兵庫県豊岡市日高町佐田字城山,,垣屋氏,佐田城,遺構: 曲輪、土塁、堀切、竪堀
1896,兵庫県,横倉城,よこくらじょう,,兵庫県加古川市平岡町新在家,,野口厚躬,－,遺構: 土塁
1897,兵庫県,沢田城,さわだじょう,,兵庫県丹波篠山市沢田334,,小林氏、澤田長治,－,遺構: 曲輪、土塁、横堀（空堀）
1898,兵庫県,波賀城,はがじょう,,兵庫県宍粟市波賀町上野,,芳賀氏、中村氏,－,遺構: 曲輪、石垣、土塁、堀切
1899,兵庫県,洲本城,すもとじょう,,兵庫県洲本市小路谷1272-1,,安宅氏、仙石氏、脇坂氏、藤堂氏、池田氏、蜂須賀氏,三熊城,遺構: 曲輪、石垣、天守台、堀
